"ANNOUNCEMENT_NUMBER","COMPANY_ID","CREATED_ON","BALANCE_DATE","AMOUNT","SHAREHOLDER_FUNDS","INTANGIBLES","EFPO_ISSUED_SHARES","CURRENCY_ID","LAST_EOY_DATE","COY_COMPANY_NO","COA_LAST_MODIFIED","COA_RELEASE_DATETIME","COA_ANN_TYPE","INS_ISIN","INS_ISIN_SUFFIX","INS_INSTR_CODE"
258075,"PHB000000",25/11/2014,30/09/2014,6941000,90368000,63102000,132329604,"NZD",31/03/2014,"PHB000000",25/11/2014,25/11/2014,"HALFYR","NZBDOE0001S8","  ","GXH"
258077,"MVN000000",25/11/2014,30/09/2014,2898000,51797000,45596000,71323410,"NZD",31/03/2014,"MVN000000",25/11/2014,25/11/2014,"HALFYR","NZMVNE0001S9","  ","MVN"
258082,"KFL000000",25/11/2014,30/09/2014,4199000,162247000,0,121710846,"NZD",31/03/2014,"KFL000000",25/11/2014,25/11/2014,"HALFYR","NZKFLE0001S0","  ","KFL"
258125,"DPC000000",26/11/2014,30/09/2014,5065000,76630000,40330000,624003845,"NZD",31/03/2014,"DPC000000",26/11/2014,26/11/2014,"HALFYR","NZVNLE0001S1","  ","TRA"
258141,"SPY000000",26/11/2014,30/09/2014,1352000,11101000,21697000,171752278,"NZD",31/03/2014,"SPY000000",26/11/2014,26/11/2014,"HALFYR","NZDMBE0001S2","  ","SPY"
258175,"GTK000000",27/11/2014,30/09/2014,3383000,65696000,61072000,72699510,"NZD",30/09/2014,"GTK000000",27/11/2014,27/11/2014,"FLLYR","NZGTKE0002S9","  ","GTK"
258176,"TWR000000",26/11/2014,30/09/2014,23194000,324410000,54786000,175749449,"NZD",30/09/2013,"TWR000000",27/11/2014,27/11/2014,"FLLYR","NZTWRE0011S2","  ","TWR"
258180,"MAD000000",26/11/2014,30/09/2014,-1242753,-199001,828633,43089376,"NZD",31/03/2014,"MAD000000",27/11/2014,27/11/2014,"HALFYR","NZMADE0001S4","  ","PYS"
258184,"ECO000000",26/11/2014,30/09/2014,984000,24336000,17798000,61467763,"NZD",31/03/2014,"ECO000000",27/11/2014,27/11/2014,"HALFYR","NZECOE0001S4","  ","TIL"
258188,"WEN000000",27/11/2014,30/09/2014,-1870507,24817459,25764409,180896288,"NZD",31/03/2014,"WEN000000",27/11/2014,27/11/2014,"HALFYR","NZWENE0003S0","  ","CRP17"
258229,"PEB000000",27/11/2014,30/09/2014,-4734000,17044000,275000,318615921,"NZD",31/03/2014,"PEB000000",28/11/2014,28/11/2014,"HALFYR","NZPEBE0002S1","  ","PEB"
258230,"FMG000000",27/11/2014,30/09/2014,-1981000,5004000,2288000,1263268816,"NZD",31/03/2014,"FMG000000",28/11/2014,28/11/2014,"HALFYR","NZSMRE0001S6","  ","PLX"
258245,"WID000000",28/11/2014,30/09/2014,-203000,7322000,29000,645696705,"NZD",31/03/2014,"WID000000",28/11/2014,28/11/2014,"HALFYR","NZNZIE0007S5","  ","SMW"
258246,"TNZ000000",28/11/2014,30/09/2014,-921000,52871000,0,45912018,"NZD",31/03/2014,"TNZ000000",02/11/2016,28/11/2014,"HALFYR","NZTNZE0002S3","  ","TNZ"
258247,"OZY000000",28/11/2014,30/09/2014,3724000,89399000,0,24044242,"NZD",31/03/2014,"OZY000000",02/11/2016,28/11/2014,"HALFYR","NZOZYE0002S1","  ","OZY"
258248,"MZY000000",28/11/2014,30/09/2014,2532000,48149000,0,9991732,"NZD",31/03/2014,"MZY000000",02/11/2016,28/11/2014,"HALFYR","NZMZYE0002S5","  ","MZY"
258250,"FNZ000000",28/11/2014,30/09/2014,3805000,133828000,0,77112464,"NZD",31/03/2014,"FNZ000000",02/11/2016,28/11/2014,"HALFYR","NZFNZE0002S2","  ","FNZ"
258251,"MDZ000000",28/11/2014,30/09/2014,3225000,46128000,31000,14831341,"NZD",31/03/2014,"MDZ000000",02/11/2016,28/11/2014,"HALFYR","NZMDZE0002S9","  ","MDZ"
258256,"HGD000000",28/11/2014,30/09/2014,-361846,27443130,2041263,648981217,"NZD",31/03/2014,"HGD000000",28/11/2014,28/11/2014,"HALFYR","NZHERE0001S6","  ","NTL"
258267,"OHE000000",28/11/2014,30/09/2014,-14758000,42442000,18019000,137911733,"NZD",31/03/2014,"OHE000000",28/11/2014,28/11/2014,"HALFYR","NZOHEE0001S3","  ","OHE"
258268,"MOW000000",28/11/2014,30/09/2014,-1988000,2140000,1714000,12755523,"NZD",31/03/2014,"MOW000000",28/11/2014,28/11/2014,"HALFYR","NZMOWE0001S5","  ","TLL"
258273,"FIN000000",28/11/2014,30/09/2014,2023000,5455000,4907000,8314000,"NZD",31/03/2014,"FIN000000",28/11/2014,28/11/2014,"HALFYR","NZFINE0001S0","  ","FIN"
258289,"EUT000000",01/12/2014,30/09/2014,21079000,336729000,0,42069371,"GBP",30/09/2013,"EUT000000",01/12/2014,01/12/2014,"FLLYR","GB0003295010","  ","EUT"
258465,"GFL000000",03/12/2014,30/09/2014,288000,14481000,105000,483040761,"NZD",31/03/2014,"GFL000000",03/12/2014,03/12/2014,"HALFYR","NZGFLE0001S8","  ","GFL"
258493,"MYK000000",03/12/2014,30/09/2014,17315,15089658,11549221,59920100,"NZD",31/03/2014,"MYK000000",04/12/2014,04/12/2014,"HALFYR","NZMYKE0001S9","  ","GEN"
258593,"TRU000000",08/12/2014,30/09/2014,-491000,10765000,8330000,144446666,"NZD",31/03/2014,"TRU000000",08/12/2014,08/12/2014,"HALFYR","NZTRUE0001S7","  ","TRU"
258750,"GEO000000",10/12/2014,30/09/2014,-2717000,5592000,294000,27270167,"NZD",31/03/2014,"GEO000000",11/12/2014,11/12/2014,"HALFYR","NZGEOE0001S5","  ","GEO"
258832,"SNK000000",12/12/2014,30/09/2014,-2190691,4291709,0,265132984,"NZD",31/03/2014,"SNK000000",12/12/2014,12/12/2014,"HALFYR","NZSNKE0001S9","  ","SNK"
258874,"LAT000000",12/12/2014,30/09/2014,-633554,-312791,115669,21290000,"NZD",31/03/2014,"LAT000000",12/12/2014,12/12/2014,"HALFYR","NZLATE0001S2","  ","SNC"
258879,"PLU000000",15/12/2014,30/09/2014,-9988340,-5806823,661621,332027475,"NZD",31/03/2014,"PLU000000",15/12/2014,15/12/2014,"HALFYR","NZPLUE0001S8","  ","PLE"
258880,"CFG000000",15/12/2014,30/09/2014,-1178000,17615000,19131000,267131103,"NZD",31/03/2014,"CFG000000",15/12/2014,15/12/2014,"HALFYR","NZCFGE0001S7","  ","CGF"
259221,"ABA000000",21/12/2014,30/11/2014,3489000,96543000,142680000,20752126,"NZD",31/05/2014,"ABA000000",22/12/2014,22/12/2014,"HALFYR","NZNPEE0001S8","  ","ABA"
259273,"SCY000000",22/12/2014,31/10/2014,4266000,46098000,4535000,52688153,"NZD",30/04/2014,"SCY000000",22/12/2014,22/12/2014,"HALFYR","NZSCYE0001S3","  ","SCY"
259857,"AFI000000",19/01/2015,31/12/2014,131920000,5362972000,1414000,1086070669,"AUD",30/06/2014,"AFI000000",19/01/2015,19/01/2015,"HALFYR","AU000000AFI5","  ","AFI"
259866,"BIT000000",20/01/2015,31/10/2014,25930000,668196000,0,111898962,"GBP",31/10/2013,"BIT000000",20/01/2015,20/01/2015,"FLLYR","GB0000767003","  ","BIT"
264924,"PAY000000",28/05/2015,31/03/2015,-7577000,6871000,6368000,50102766,"NZD",31/03/2014,"PAY000000",03/02/2016,28/05/2015,"FLLYR","NZPAYE0003S9","  ","PPH"
273541,"PAY000000",17/11/2015,30/09/2015,-6225000,14531000,6664000,53859034,"NZD",31/03/2015,"PAY000000",03/02/2016,17/11/2015,"HALFYR","NZPAYE0003S9","  ","PPH"
260345,"DOW000000",05/02/2015,31/12/2014,94715000,1995580000,900012000,432683214,"AUD",30/06/2014,"DOW000000",05/02/2015,05/02/2015,"HALFYR","AU000000DOW2","  ","DOW"
260448,"CDI000000",10/02/2015,31/12/2014,14710000,128489000,0,275468365,"NZD",31/12/2013,"CDI000000",10/02/2015,10/02/2015,"FLLYR","NZKGLE0001S8","  ","CDI"
260454,"MCK000000",11/02/2015,31/12/2014,30191000,449707000,2823000,105578290,"NZD",31/12/2013,"MCK000000",10/02/2015,10/02/2015,"FLLYR","NZMCKE0004S9","  ","MCK"
260481,"SKC000000",10/02/2015,31/12/2014,54559000,783989000,522321000,582472741,"NZD",30/06/2014,"SKC000000",11/02/2015,11/02/2015,"HALFYR","NZSKCE0001S2","  ","SKC"
260512,"GFF000000",11/02/2015,31/12/2014,28600000,1193300000,1268100000,1955559207,"AUD",30/06/2013,"GFF000000",11/02/2015,11/02/2015,"ADDRESS","AU000000GFF8","  ","GFF"
260560,"APN000000",11/02/2015,31/12/2014,11489000,472111000,731057000,1029041356,"AUD",31/12/2013,"APN000000",12/02/2015,12/02/2015,"FLLYR","AU000000APN4","  ","APN"
260565,"TLS000000",12/02/2015,31/12/2014,2085000000,13653000000,8345000000,12225655836,"AUD",30/06/2014,"TLS000000",12/02/2015,12/02/2015,"HALFYR","AU000000TLS2","  ","TLS"
260567,"SDL000000",11/02/2015,31/12/2014,547000,2281000,995000,14059810,"NZD",30/06/2014,"SDL000000",12/02/2015,12/02/2015,"HALFYR","NZSDLE0001S8","  ","SDL"
260570,"LIC000000",12/02/2015,30/11/2014,29655000,232495000,57518000,29528590,"NZD",31/05/2014,"LIC000000",12/02/2015,12/02/2015,"HALFYR","NZLICE0001S1","  ","LIC"
260605,"MHI000000",12/02/2015,31/12/2014,23697000,196551000,71685000,383138513,"AUD",30/06/2014,"MHI000000",06/07/2016,13/02/2015,"HALFYR","AU000000MHJ4","  ","MHJ"
260638,"SPN000000",13/02/2015,31/12/2014,3293000,30707000,0,26234898,"NZD",30/06/2014,"SPN000000",13/02/2015,13/02/2015,"HALFYR","NZSPNE0001S8","  ","SPN"
260643,"CEN000000",15/02/2015,31/12/2014,51000000,3522000000,502000000,733358872,"NZD",30/06/2014,"CEN000000",16/02/2015,16/02/2015,"HALFYR","NZCENE0001S6","  ","CEN"
260695,"NZX000000",16/02/2015,31/12/2014,13111000,51089000,36596000,255613669,"NZD",31/12/2013,"NZX000000",17/02/2015,17/02/2015,"FLLYR","NZNZXE0001S7","  ","NZX"
260697,"PFI000000",16/02/2015,31/12/2014,59877000,564970000,29086000,411502391,"NZD",31/12/2013,"PFI000000",17/02/2015,17/02/2015,"FLLYR","NZPFIE0001S5","  ","PFI"
260721,"PBG000000",17/02/2015,31/12/2014,-119808000,372560000,231457000,917226291,"AUD",30/06/2014,"PBG000000",17/02/2015,17/02/2015,"HALFYR","AU000000PBG6","  ","PBG"
260736,"OIC000000",17/02/2015,31/12/2014,26240000,150334000,116492000,147838481,"NZD",31/12/2013,"OIC000000",17/02/2015,17/02/2015,"FLLYR","NZOICE0001S5","  ","OIC"
260741,"CMO000000",17/02/2015,31/12/2014,8440000,141362000,1778000,32694632,"NZD",30/06/2014,"CMO000000",17/02/2015,17/02/2015,"HALFYR","NZCMOE0001S7","  ","CMO"
260745,"MEL000000",17/02/2015,31/12/2014,117100000,4517500000,65600000,1255413626,"NZD",30/06/2014,"MEL000000",18/02/2015,18/02/2015,"HALFYR","NZMELE0001S9","  ","MELCA"
260762,"TME000000",17/02/2015,31/12/2014,38440000,679607000,808288000,396830595,"NZD",30/06/2014,"TME000000",18/02/2015,18/02/2015,"HALFYR","NZTMEE0003S8","  ","TME"
260764,"FBU000000",18/02/2015,31/12/2014,114000000,3441000000,1598000000,687854788,"NZD",30/06/2014,"FBU000000",18/02/2015,18/02/2015,"HALFYR","NZFBUE0001S0","  ","FBU"
260769,"NZO000000",18/02/2015,31/12/2014,-10468000,328716000,1651000,421098661,"NZD",30/06/2014,"NZO000000",12/05/2017,18/02/2015,"HALFYR","NZNZOE0010S7","  ","NZO"
260811,"TEN000000",18/02/2015,31/12/2014,2000000,122000000,78000000,65121795,"USD",30/06/2014,"TEN000000",18/02/2015,18/02/2015,"HALFYR","NZFLCE0020S7","  ","TEN"
260815,"STU000000",18/02/2015,31/12/2014,10837000,163320000,24991000,88464240,"NZD",30/06/2014,"STU000000",19/02/2015,19/02/2015,"HALFYR","NZSUTE0001S5","  ","STU"
260819,"TEL000000",18/02/2015,31/12/2014,145000000,1684000000,1258000000,1834775347,"NZD",30/06/2014,"TEL000000",19/02/2015,19/02/2015,"HALFYR","NZTELE0001S4","  ","SPK"
260832,"NPX000000",18/02/2015,31/12/2014,37300000,534600000,172300000,198125827,"NZD",30/06/2014,"NPX000000",19/02/2015,19/02/2015,"HALFYR","NZNPXE0001S8","  ","NPX"
260834,"SKL000000",19/02/2015,31/12/2014,9725000,146912000,50354000,192805807,"NZD",30/06/2014,"SKL000000",19/02/2015,19/02/2015,"HALFYR","NZSKXE0001S8","  ","SKL"
260837,"AMP000000",18/02/2015,31/12/2014,884000000,8186000000,4739000000,2910776474,"AUD",31/12/2013,"AMP000000",19/02/2015,19/02/2015,"FLLYR","AU000000AMP6","  ","AMP"
260844,"POT000000",19/02/2015,31/12/2014,42571000,813486000,43440000,136116246,"NZD",30/06/2014,"POT000000",17/10/2016,19/02/2015,"HALFYR","NZPOTE0003S0","  ","POT"
260872,"HBY000000",19/02/2015,31/12/2014,12490000,199838000,99302000,95925595,"NZD",30/06/2014,"HBY000000",19/02/2015,19/02/2015,"HALFYR","NZHBYE0001S8","  ","HBY"
260892,"OGC000000",19/02/2015,31/12/2014,99464000,695474000,9092000,301520184,"USD",31/12/2013,"OGC000000",20/02/2015,20/02/2015,"FLLYR","CA6752221037","  ","OGC"
260895,"TCL000000",19/02/2015,31/12/2014,25438000,1138838000,0,300884868,"GBP",30/06/2014,"TCL000000",20/02/2015,20/02/2015,"HALFYR","GB0001990497","  ","TCL"
260904,"NZR000000",19/02/2015,31/12/2014,9941000,644056000,0,312576453,"NZD",31/12/2013,"NZR000000",20/02/2015,20/02/2015,"FLLYR","NZNZRE0001S9","  ","NZR"
260906,"VCT000000",19/02/2015,31/12/2014,85643000,2301855000,1636476000,995627597,"NZD",30/06/2014,"VCT000000",20/02/2015,20/02/2015,"HALFYR","NZVCTE0001S7","  ","VCT"
260910,"AIA000000",19/02/2015,31/12/2014,92814000,2916967000,0,1190498000,"NZD",30/06/2014,"AIA000000",20/02/2015,20/02/2015,"HALFYR","NZAIAE0002S6","  ","AIA"
260942,"CAV000000",20/02/2015,31/12/2014,32000,91874000,11675000,68679098,"NZD",30/06/2014,"CAV000000",20/02/2015,20/02/2015,"HALFYR","NZCAVE0001S7","  ","CAV"
260947,"JWI000000",20/02/2015,31/12/2014,570000,8251000,13115000,89727174,"NZD",30/06/2014,"JWI000000",20/02/2015,20/02/2015,"HALFYR","NZJWIE0001S3","  ","JLG"
260948,"RBC000000",20/02/2015,31/12/2014,-1000000,157000000,96000000,409051378,"USD",30/06/2014,"RBC000000",20/02/2015,20/02/2015,"HALFYR","NZRBCE0001S3","  ","ARB"
260975,"CNU000000",22/02/2015,31/12/2014,64000000,798000000,213000000,396369767,"NZD",30/06/2014,"CNU000000",23/02/2015,23/02/2015,"HALFYR","NZCNUE0001S2","  ","CNU"
260979,"FRE000000",22/02/2015,31/12/2014,26307000,206447000,316773000,154522922,"NZD",30/06/2014,"FRE000000",23/02/2015,23/02/2015,"HALFYR","NZFREE0001S0","  ","FRE"
260992,"PPP000000",23/02/2015,31/12/2014,19755000,49719000,5250000,588612110,"AUD",30/06/2014,"PPP000000",23/02/2015,23/02/2015,"HALFYR","AU000000PPP7","  ","PPP"
260998,"SKT000000",23/02/2015,31/12/2014,92471000,1279927000,1447258000,389139785,"NZD",30/06/2014,"SKT000000",23/02/2015,23/02/2015,"HALFYR","NZSKTE0001S6","  ","SKT"
261012,"GPL000000",24/02/2015,31/12/2014,68200000,1876700000,127900000,1000000000,"NZD",30/06/2014,"GPL000000",24/02/2015,24/02/2015,"HALFYR","NZGNEE0001S7","  ","GNE"
261016,"SLI100000",23/02/2015,31/12/2014,-3963000,7980000,461000,60976112,"NZD",30/06/2014,"SLI100000",24/02/2015,24/02/2015,"HALFYR","NZSLIE0002S5","  ","SLI"
261017,"PGW000000",23/02/2015,31/12/2014,19477000,258790000,18797000,754848774,"NZD",30/06/2014,"PGW000000",24/02/2015,24/02/2015,"HALFYR","NZREIE0001S4","  ","PGW"
261038,"SUM000000",23/02/2015,31/12/2014,54173000,332270000,1364000,218548736,"NZD",31/12/2013,"SUM000000",24/02/2015,24/02/2015,"FLLYR","NZSUME0001S0","  ","SUM"
261039,"MRP000000",23/02/2015,31/12/2014,8000000,3010000000,66000000,1376790767,"NZD",30/06/2014,"MRP000000",24/02/2015,24/02/2015,"HALFYR","NZMRPE0001S2","  ","MCY"
261054,"NWF000000",24/02/2015,31/12/2014,40000,64721000,21362000,288063584,"NZD",30/06/2014,"NWF000000",24/02/2015,24/02/2015,"HALFYR","NZNWFE0001S1","  ","NWF"
261069,"MET000000",24/02/2015,31/12/2014,39701000,830060000,232000,211894894,"NZD",30/06/2014,"MET000000",25/02/2015,25/02/2015,"HALFYR","NZMETE0001S2","  ","MET"
261070,"WYN000000",24/02/2015,31/12/2014,-22249000,67051000,40109000,115826694,"NZD",31/12/2013,"WYN000000",25/02/2015,25/02/2015,"FLLYR","NZWYNE0001S2","  ","WYN"
261073,"AWK000000",24/02/2015,31/12/2014,7885000,94698000,6736000,50241498,"NZD",30/06/2014,"AWK000000",25/02/2015,25/02/2015,"HALFYR","NZAWKE0001S8","  ","AWK"
261093,"AIR000000",25/02/2015,31/12/2014,133000000,1786000000,78000000,1120400528,"NZD",30/06/2014,"AIR000000",25/02/2015,25/02/2015,"HALFYR","NZAIRE0001S2","  ","AIR"
261095,"APT000000",24/02/2015,31/12/2014,31600000,1109800000,2400000,1059733595,"NZD",30/06/2014,"APT000000",25/02/2015,25/02/2015,"HALFYR","NZAPTE0001S3","  ","PCT"
261097,"ATM000000",24/02/2015,31/12/2014,125000,57643000,17999000,660066979,"NZD",30/06/2014,"ATM000000",25/02/2015,25/02/2015,"HALFYR","NZATME0002S8","  ","ATM"
261101,"THL000000",24/02/2015,31/12/2014,5645000,159265000,20640000,112448956,"NZD",30/06/2014,"THL000000",25/02/2015,25/02/2015,"HALFYR","NZHELE0001S9","  ","THL"
261104,"EBO000000",24/02/2015,31/12/2014,53949000,1002286000,944284000,149738665,"NZD",30/06/2014,"EBO000000",25/02/2015,25/02/2015,"HALFYR","NZEBOE0001S6","  ","EBO"
261131,"TTK000000",25/02/2015,31/12/2014,3000,23604000,23971000,28368994,"NZD",30/06/2014,"TTK000000",25/02/2015,25/02/2015,"HALFYR","NZTTKE0001S4","  ","VTL"
261141,"IQE000000",25/02/2015,31/12/2014,4021000,83070000,104856000,100000000,"NZD",31/12/2013,"IQE000000",26/02/2015,26/02/2015,"FLLYR","NZIQEE0001S6","  ","IQE"
261142,"SCL000000",25/02/2015,31/12/2014,18375000,146330000,6716000,139779006,"NZD",31/12/2013,"SCL000000",26/02/2015,26/02/2015,"FLLYR","NZSCLE0002S8","  ","SCL"
261159,"SAM000000",25/02/2015,31/12/2014,1708418,13863425,32153990,44306618,"NZD",30/06/2014,"SAM000000",26/02/2015,26/02/2015,"HALFYR","NZSAME0001S2","  ","GSH"
261161,"TUR000000",26/02/2015,31/12/2014,15858000,282972000,11539000,117010550,"NZD",31/12/2013,"TUR000000",26/02/2015,26/02/2015,"FLLYR","NZTURE0002S5","  ","TGG"
261162,"IMP000000",26/02/2015,31/12/2014,13945000,352227000,0,341211623,"NZD",30/06/2014,"IMP000000",26/02/2015,26/02/2015,"HALFYR","NZCHPE0001S4","  ","VHP"
261206,"MLN000000",26/02/2015,31/12/2014,2498000,97595000,0,108657614,"NZD",30/06/2014,"MLN000000",26/02/2015,26/02/2015,"HALFYR","NZMLNE0001S0","  ","MLN"
261207,"BRM000000",26/02/2015,31/12/2014,1673000,83491000,0,124326720,"NZD",30/06/2014,"BRM000000",26/02/2015,26/02/2015,"HALFYR","NZBRME0001S2","  ","BRM"
261216,"MGL000000",26/02/2015,31/12/2014,-36000,21593000,10529000,311970445,"NZD",30/06/2014,"MGL000000",26/02/2015,26/02/2015,"HALFYR","NZBWYE0001S7","  ","MGL"
261219,"VGL000000",27/02/2015,31/12/2014,3994000,58222000,40061000,79973089,"NZD",31/12/2013,"VGL000000",24/11/2017,27/02/2015,"FLLYR","NZVGLE0003S1","  ","VGL"
261220,"GPG000000",27/02/2015,31/12/2014,9000000,241000000,175000000,1407612282,"NZD",31/12/2013,"GPG000000",27/02/2015,27/02/2015,"FLLYR","GB00B4YZN328","  ","COA"
261249,"DGL000000",26/02/2015,31/12/2014,9778000,248199000,1452000,101130192,"NZD",30/06/2014,"DGL000000",27/02/2015,27/02/2015,"HALFYR","NZDGLE0001S3","  ","DGL"
261258,"ALF000000",26/02/2015,31/12/2014,708000,-3355000,514000,106630925,"NZD",30/06/2014,"ALF000000",27/02/2015,27/02/2015,"HALFYR","NZALFE0001S1","  ","ALF"
261259,"NTH000000",26/02/2015,31/12/2014,4025000,127573000,8000,41300651,"NZD",30/06/2014,"NTH000000",27/02/2015,27/02/2015,"HALFYR","NZNTHE0001S3","  ","MMH"
261269,"BRL000000",27/02/2015,31/12/2014,-6885000,27636000,0,947828434,"NZD",30/06/2014,"BRL000000",27/02/2015,27/02/2015,"HALFYR","NZBRLE0001S4","  ","BRL"
261271,"SEK000000",27/02/2015,31/12/2014,3168000,63197000,5608000,15526416,"NZD",31/12/2013,"SEK000000",27/02/2015,27/02/2015,"FLLYR","NZSEKE0001S8","  ","SEK"
261278,"SVY000000",27/02/2015,31/12/2014,-758000,-55000,0,281733138,"NZD",31/12/2013,"SVY000000",27/02/2015,27/02/2015,"FLLYR","NZPRPE0001S5","  ","PIL"
261290,"PGC000000",27/02/2015,31/12/2014,-3357000,151940000,0,207463249,"GBP",30/06/2014,"PGC000000",27/02/2015,27/02/2015,"HALFYR","NZPGCE0001S6","  ","PGC"
261304,"DIL000000",02/03/2015,31/12/2014,8591000,33272000,9832000,86915514,"USD",31/12/2013,"DIL000000",02/03/2015,02/03/2015,"FLLYR","NZDILE0001S9","  ","DIL"
261305,"WDT000000",02/03/2015,31/12/2014,-4431000,4978000,3031000,126373117,"NZD",31/12/2013,"WDT000000",02/03/2015,02/03/2015,"FLLYR","NZWDTE0002S1","  ","WDT"
261337,"SGL000000",02/03/2015,31/12/2014,511000,2580000,56000,11334576,"NZD",30/06/2014,"SGL000000",02/03/2015,02/03/2015,"HALFYR","NZSGLE0001S1","  ","SGL16"
261422,"FCT000000",03/03/2015,31/12/2014,37857000,2577513000,0,562292016,"GBP",31/12/2013,"FCT000000",04/03/2015,04/03/2015,"FLLYR","GB0003466074","  ","FCT"
261496,"BGR000000",04/03/2015,25/01/2015,39302000,155559000,2381000,216797500,"NZD",26/01/2014,"BGR000000",05/03/2015,05/03/2015,"FLLYR","NZBGRE0001S4","  ","BGP"
261525,"WHS000000",05/03/2015,25/01/2015,37237000,562874000,175657000,346843120,"NZD",27/07/2014,"WHS000000",06/03/2015,06/03/2015,"HALFYR","NZWHSE0001S6","  ","WHS"
261718,"NWC000000",11/03/2015,31/12/2014,400000,78637000,11284000,52222534,"NZD",30/06/2014,"NWC000000",11/03/2015,11/03/2015,"HALFYR","NZGRME0001S1","  ","FWL"
261835,"WTL000000",13/03/2015,31/12/2014,-2334000,1858000,1553000,20597264,"NZD",30/06/2014,"WTL000000",13/03/2015,13/03/2015,"HALFYR","NZWTLE0001S6","  ","WTL"
261889,"RIS000000",16/03/2015,31/12/2014,-268000,146000,0,745125328,"NZD",30/06/2014,"RIS000000",16/03/2015,16/03/2015,"HALFYR","NZHSIE0001S5","  ","CGL"
261904,"OMG000000",16/03/2015,31/12/2014,-1375000,5621000,6000,414550000,"USD",30/06/2014,"OMG000000",16/03/2015,16/03/2015,"HALFYR","NZRLVE0001S2","  ","MEE"
262097,"PPL000000",19/03/2015,31/01/2015,749000,47249000,11307000,169078908,"NZD",31/07/2014,"PPL000000",20/03/2015,20/03/2015,"HALFYR","NZPPLE0001S8","  ","PPL"
262197,"KMD000000",23/03/2015,31/01/2015,-183000,293629000,237220000,201484583,"NZD",31/07/2014,"KMD000000",24/03/2015,24/03/2015,"HALFYR","NZKMDE0001S3","  ","KMD"
262241,"FCG000000",24/03/2015,31/01/2015,165000000,6422000000,3909000000,1597834000,"NZD",31/07/2014,"FCG000000",25/03/2015,25/03/2015,"HALFYR","NZFCGE0001S7","  ","FCG"
262244,"FSF000000",24/03/2015,31/01/2015,0,713000000,0,121855834,"NZD",31/07/2014,"FSF000000",25/03/2015,25/03/2015,"HALFYR","NZFSFE0001S5","  ","FSF"
262342,"HLG000000",26/03/2015,01/02/2015,8638000,62115000,1798000,59252922,"NZD",01/08/2014,"HLG000000",27/03/2015,27/03/2015,"HALFYR","NZHLGE0001S4","  ","HLG"
262444,"SML000000",29/03/2015,31/01/2015,-6431000,162215000,3752000,146341197,"NZD",31/07/2014,"SML000000",30/03/2015,30/03/2015,"HALFYR","NZSMLE0001S9","  ","SML"
263075,"SCT000000",14/04/2015,28/02/2015,1062000,48078000,34160000,45195317,"NZD",31/08/2014,"SCT000000",14/04/2015,14/04/2015,"HALFYR","NZSCTE0001S3","  ","SCT"
263156,"RBD000000",16/04/2015,02/03/2015,23830000,71210000,25993000,97871090,"NZD",24/02/2014,"RBD000000",16/04/2015,16/04/2015,"FLLYR","NZRBDE0001S1","  ","RBD"
263513,"HFL000000",24/04/2015,28/02/2015,5054000,363654000,0,110395564,"GBP",31/08/2014,"HFL000000",24/04/2015,24/04/2015,"HALFYR","JE00B1GXH751","  ","HFL"
263526,"XRO000000",24/04/2015,31/03/2015,-69534000,345653000,65484000,135934564,"NZD",31/03/2014,"XRO000000",24/04/2015,24/04/2015,"FLLYR","NZXROE0001S2","  ","XRO"
263617,"KRK000000",28/04/2015,28/02/2015,-501000,30125000,271000,10250000,"NZD",31/08/2014,"KRK000000",28/04/2015,28/04/2015,"HALFYR","NZKRKE0002S5","  ","KRK"
263700,"GEL000000",30/04/2015,31/12/2014,-250000,150000,0,10566559,"CAD",31/12/2013,"GEL000000",30/04/2015,30/04/2015,"FLLYR","CA03718T1030","  ","AXG17"
263833,"WBC000000",04/05/2015,31/03/2015,3609000000,49405000000,0,3120176969,"AUD",30/09/2014,"WBC000000",04/05/2015,04/05/2015,"HALFYR","AU000000WBC1","  ","WBC"
263890,"ANZ000000",05/05/2015,31/03/2015,3506000000,51956000000,8546000000,2765980222,"AUD",30/09/2014,"ANZ000000",05/05/2015,05/05/2015,"HALFYR","AU000000ANZ3","  ","ANZ"
264001,"GEF000000",07/05/2015,31/03/2015,7000000,505000000,12000000,400000000,"NZD",31/03/2014,"GEF000000",07/05/2015,07/05/2015,"FLLYR","NZZELE0001S1","  ","ZEL"
264269,"HED000000",13/05/2015,31/03/2015,4101000,67311000,7003000,24991385,"NZD",31/03/2014,"HED000000",13/05/2015,13/05/2015,"FLLYR","NZBOPE0001S2","  ","HED"
264388,"KPG000000",18/05/2015,31/03/2015,115190000,1382624000,5132000,1138898858,"NZD",31/03/2014,"KPG000000",18/05/2015,18/05/2015,"FLLYR","NZKPGE0001S9","  ","KPG"
264465,"IFT000000",19/05/2015,31/03/2015,383500000,1493900000,255000000,561875237,"NZD",31/03/2014,"IFT000000",19/05/2015,19/05/2015,"FLLYR","NZIFTE0003S3","  ","IFT"
