"ANNOUNCEMENT_NUMBER","COMPANY_ID","CREATED_ON","BALANCE_DATE","AMOUNT","SHAREHOLDER_FUNDS","INTANGIBLES","EFPO_ISSUED_SHARES","CURRENCY_ID","LAST_EOY_DATE","COY_COMPANY_NO","COA_LAST_MODIFIED","COA_RELEASE_DATETIME","COA_ANN_TYPE","INS_ISIN","INS_ISIN_SUFFIX","INS_INSTR_CODE"
251581,"CFG000000",13/06/2014,31/03/2014,-2845000,16685000,19171000,266037712,"NZD",31/03/2013,"CFG000000",13/06/2014,13/06/2014,"FLLYR","NZCFGE0001S7","  ","CGF"
251582,"PLU000000",13/06/2014,31/03/2014,3858583,4173081,747030,331987475,"NZD",31/03/2013,"PLU000000",13/06/2014,13/06/2014,"FLLYR","NZPLUE0001S8","  ","PLE"
251603,"TEM000000",16/06/2014,31/03/2014,-343816000,1913565000,0,323349892,"GBP",31/03/2013,"TEM000000",16/06/2014,16/06/2014,"FLLYR","GB0008829292","  ","TEM"
251646,"FCS000000",16/06/2014,30/04/2014,43269000,431086000,0,51211102,"GBP",30/04/2013,"FCS000000",17/06/2014,17/06/2014,"FLLYR","GB0000175058","  ","FCS"
251809,"BIT000000",20/06/2014,30/04/2014,-6344000,644106000,0,112106839,"GBP",31/10/2013,"BIT000000",20/06/2014,20/06/2014,"HALFYR","GB0000767003","  ","BIT"
252170,"SCY000000",27/06/2014,30/04/2014,4100000,41900000,4700000,52688153,"NZD",30/04/2013,"SCY000000",27/06/2014,27/06/2014,"FLLYR","NZSCYE0001S3","  ","SCY"
252907,"AFI000000",21/07/2014,30/06/2014,254213000,5183288000,864000,1049055166,"AUD",30/06/2013,"AFI000000",21/07/2014,21/07/2014,"FLLYR","AU000000AFI5","  ","AFI"
253034,"LIC000000",24/07/2014,31/05/2014,18046000,213369000,50076000,29528590,"NZD",31/05/2013,"LIC000000",24/07/2014,24/07/2014,"FLLYR","NZLICE0001S1","  ","LIC"
253188,"ABA000000",28/07/2014,31/05/2014,4859000,93594000,141965000,20537479,"NZD",31/05/2013,"ABA000000",28/07/2014,28/07/2014,"FLLYR","NZNPEE0001S8","  ","ABA"
253315,"FCT000000",30/07/2014,30/06/2014,23019000,2412102000,0,566677016,"GBP",31/12/2013,"FCT000000",31/07/2014,31/07/2014,"HALFYR","GB0003466074","  ","FCT"
253317,"OGC000000",30/07/2014,30/06/2014,56822000,664872000,5936000,301148520,"USD",31/12/2013,"OGC000000",31/07/2014,31/07/2014,"QUARTER","CA6752221037","  ","OGC"
253326,"CDI000000",30/07/2014,30/06/2014,8217000,121996000,0,275468365,"NZD",31/12/2013,"CDI000000",31/07/2014,31/07/2014,"HALFYR","NZKGLE0001S8","  ","CDI"
253355,"MCK000000",31/07/2014,30/06/2014,6215000,308722000,2823000,349268439,"NZD",31/12/2013,"MCK000000",31/07/2014,31/07/2014,"HALFYR","NZMCKE0004S9","  ","MCK"
253489,"DOW000000",05/08/2014,30/06/2014,215952000,1961985000,590213000,435399975,"AUD",30/06/2013,"DOW000000",05/08/2014,05/08/2014,"FLLYR","AU000000DOW2","  ","DOW"
253600,"TUR000000",07/08/2014,30/06/2014,10202000,275399000,12329000,117010550,"NZD",31/12/2013,"TUR000000",07/08/2014,07/08/2014,"HALFYR","NZTURE0002S5","  ","TGG"
253656,"NZX000000",11/08/2014,30/06/2014,6970000,52403000,38047000,253997949,"NZD",31/12/2013,"NZX000000",11/08/2014,11/08/2014,"HALFYR","NZNZXE0001S7","  ","NZX"
253730,"SUM000000",12/08/2014,30/06/2014,15283000,292918000,979000,217297181,"NZD",31/12/2013,"SUM000000",12/08/2014,12/08/2014,"HALFYR","NZSUME0001S0","  ","SUM"
253731,"PGW000000",12/08/2014,30/06/2014,42258000,267845000,16721000,754848774,"NZD",30/06/2013,"PGW000000",12/08/2014,12/08/2014,"FLLYR","NZREIE0001S4","  ","PGW"
253761,"SKC000000",12/08/2014,30/06/2014,98537000,773885000,537648000,582088094,"NZD",30/06/2013,"SKC000000",13/08/2014,13/08/2014,"FLLYR","NZSKCE0001S2","  ","SKC"
253762,"PFI000000",13/08/2014,30/06/2014,14423000,534124000,29086000,411502391,"NZD",31/12/2013,"PFI000000",13/08/2014,13/08/2014,"HALFYR","NZPFIE0001S5","  ","PFI"
253767,"GPG000000",13/08/2014,30/06/2014,8000000,400000000,158000000,1407612282,"GBP",31/12/2013,"GPG000000",13/08/2014,13/08/2014,"HALFYR","GB00B4YZN328","  ","COA"
253782,"APT000000",13/08/2014,30/06/2014,117200000,1106800000,900000,1059733595,"NZD",30/06/2013,"APT000000",13/08/2014,13/08/2014,"FLLYR","NZAPTE0001S3","  ","PCT"
253798,"GFF000000",13/08/2014,30/06/2014,-405100000,1132800000,1236900000,1955559207,"AUD",30/06/2013,"GFF000000",13/08/2014,13/08/2014,"FLLYR","AU000000GFF8","  ","GFF"
253844,"NPX000000",13/08/2014,30/06/2014,52359000,507181000,216699000,198125827,"NZD",30/06/2013,"NPX000000",14/08/2014,14/08/2014,"FLLYR","NZNPXE0001S8","  ","NPX"
253863,"IMP000000",14/08/2014,30/06/2014,37433000,353520000,0,339851030,"NZD",30/06/2013,"IMP000000",14/08/2014,14/08/2014,"FLLYR","NZCHPE0001S4","  ","VHP"
253866,"TLS000000",14/08/2014,30/06/2014,4275000000,13822000000,6389000000,12443074357,"AUD",30/06/2013,"TLS000000",14/08/2014,14/08/2014,"FLLYR","AU000000TLS2","  ","TLS"
253893,"STU000000",14/08/2014,30/06/2014,17904000,160381000,23522000,88529240,"NZD",30/06/2013,"STU000000",15/08/2014,15/08/2014,"FLLYR","NZSUTE0001S5","  ","STU"
253894,"MHI000000",15/08/2014,30/06/2014,25041000,181285000,68737000,383041606,"AUD",30/06/2013,"MHI000000",06/07/2016,15/08/2014,"FLLYR","AU000000MHJ4","  ","MHJ"
253908,"TUA000000",15/08/2014,30/06/2014,2269000,18378000,3066000,27375271,"NZD",31/12/2013,"TUA000000",15/08/2014,15/08/2014,"HALFYR","NZTUAE0002S1","  ","TUA"
253955,"MEL000000",17/08/2014,30/06/2014,229800000,4633700000,74400000,1255413626,"NZD",30/06/2013,"MEL000000",18/08/2014,18/08/2014,"FLLYR","NZMELE0001S9","  ","MELCA"
253956,"CEN000000",17/08/2014,30/06/2014,234000000,3582000000,492000000,733308762,"NZD",30/06/2013,"CEN000000",18/08/2014,18/08/2014,"FLLYR","NZCENE0001S6","  ","CEN"
253987,"FRE000000",18/08/2014,30/06/2014,41702000,199436000,286600000,154234424,"NZD",30/06/2013,"FRE000000",18/08/2014,18/08/2014,"FLLYR","NZFREE0001S0","  ","FRE"
254000,"OIC000000",18/08/2014,30/06/2014,9937000,139146000,118032000,150252436,"NZD",31/12/2013,"OIC000000",18/08/2014,18/08/2014,"HALFYR","NZOICE0001S5","  ","OIC"
254079,"TME000000",20/08/2014,30/06/2014,80111000,674472000,805399000,396584956,"NZD",30/06/2013,"TME000000",20/08/2014,20/08/2014,"FLLYR","NZTMEE0003S8","  ","TME"
254085,"MRP000000",20/08/2014,30/06/2014,212000000,3219000000,55000000,1376600366,"NZD",30/06/2013,"MRP000000",20/08/2014,20/08/2014,"FLLYR","NZMRPE0001S2","  ","MCY"
254090,"FBU000000",20/08/2014,30/06/2014,339000000,3419000000,1621000000,685278883,"NZD",30/06/2013,"FBU000000",20/08/2014,20/08/2014,"FLLYR","NZFBUE0001S0","  ","FBU"
254102,"APN000000",20/08/2014,30/06/2014,22610000,473328000,758843000,1029041356,"AUD",31/12/2013,"APN000000",20/08/2014,20/08/2014,"HALFYR","AU000000APN4","  ","APN"
254132,"SPN000000",20/08/2014,30/06/2014,6681000,31408000,0,26234898,"NZD",30/06/2014,"SPN000000",20/08/2014,20/08/2014,"FLLYR","NZSPNE0001S8","  ","SPN"
254138,"CMO000000",20/08/2014,30/06/2014,19153000,140510000,0,32694632,"NZD",30/06/2013,"CMO000000",20/08/2014,20/08/2014,"FLLYR","NZCMOE0001S7","  ","CMO"
254157,"SKL000000",21/08/2014,30/06/2014,41094000,144691000,50914000,192805807,"NZD",30/06/2013,"SKL000000",21/08/2014,21/08/2014,"FLLYR","NZSKXE0001S8","  ","SKL"
254168,"TEN000000",21/08/2014,30/06/2014,2000000,122000000,79000000,65419124,"USD",30/06/2013,"TEN000000",21/08/2014,21/08/2014,"FLLYR","NZFLCE0020S7","  ","TEN"
254170,"AMP000000",21/08/2014,30/06/2014,382000000,8028000000,5116000000,2957737964,"AUD",31/12/2013,"AMP000000",21/08/2014,21/08/2014,"HALFYR","AU000000AMP6","  ","AMP"
254182,"POT000000",20/08/2014,30/06/2014,78252000,812419000,43873000,134116246,"NZD",30/06/2013,"POT000000",17/10/2016,21/08/2014,"FLLYR","NZPOTE0003S0","  ","POT"
254190,"SDL000000",20/08/2014,30/06/2014,505000,1720000,1044000,14059810,"NZD",30/06/2013,"SDL000000",21/08/2014,21/08/2014,"FLLYR","NZSDLE0001S8","  ","SDL"
254194,"VGL000000",21/08/2014,30/06/2014,899000,9680000,22649000,79813089,"NZD",31/12/2013,"VGL000000",24/11/2017,21/08/2014,"HALFYR","NZVGLE0003S1","  ","VGL"
254213,"NWC000000",21/08/2014,30/06/2014,4344000,78147000,11248000,52159047,"NZD",30/06/2013,"NWC000000",21/08/2014,21/08/2014,"FLLYR","NZGRME0001S1","  ","FWL"
254221,"SGL000000",21/08/2014,30/06/2014,2019000,2527000,0,11334576,"NZD",30/06/2013,"SGL000000",21/08/2014,21/08/2014,"FLLYR","NZSGLE0001S1","  ","SGL16"
254225,"NZR000000",21/08/2014,30/06/2014,-6964000,636119000,0,312576453,"NZD",31/12/2013,"NZR000000",21/08/2014,21/08/2014,"HALFYR","NZNZRE0001S9","  ","NZR"
254230,"TEL000000",22/08/2014,30/06/2014,458000000,1702000000,992000000,1828530844,"NZD",30/06/2013,"TEL000000",22/08/2014,22/08/2014,"FLLYR","NZTELE0001S4","  ","SPK"
254231,"VCT000000",22/08/2014,30/06/2014,168502000,2291672000,1632430000,995755077,"NZD",30/06/2013,"VCT000000",22/08/2014,22/08/2014,"FLLYR","NZVCTE0001S7","  ","VCT"
254247,"SKT000000",21/08/2014,30/06/2014,165829000,1239867000,1450765000,389139785,"NZD",30/06/2013,"SKT000000",22/08/2014,22/08/2014,"FLLYR","NZSKTE0001S6","  ","SKT"
254269,"SEK000000",22/08/2014,30/06/2014,1482000,59212000,6177000,14471907,"NZD",31/12/2013,"SEK000000",22/08/2014,22/08/2014,"HALFYR","NZSEKE0001S8","  ","SEK"
254270,"PPP000000",22/08/2014,30/06/2014,-29466000,62932000,1203000,588612110,"AUD",30/06/2013,"PPP000000",22/08/2014,22/08/2014,"FLLYR","AU000000PPP7","  ","PPP"
254272,"CAV000000",22/08/2014,30/06/2014,5790000,92959000,10901000,68679098,"NZD",30/06/2013,"CAV000000",22/08/2014,22/08/2014,"FLLYR","NZCAVE0001S7","  ","CAV"
254282,"RBC000000",22/08/2014,30/06/2014,-3000000,159000000,97000000,409051378,"USD",30/06/2013,"RBC000000",22/08/2014,22/08/2014,"FLLYR","NZRBCE0001S3","  ","ARB"
254284,"IQE000000",24/08/2014,30/06/2014,1605779,81109015,105833741,100000000,"NZD",31/12/2013,"IQE000000",25/08/2014,25/08/2014,"HALFYR","NZIQEE0001S6","  ","IQE"
254303,"CNU000000",24/08/2014,30/06/2014,148000000,731000000,166000000,396369767,"NZD",30/06/2013,"CNU000000",25/08/2014,25/08/2014,"FLLYR","NZCNUE0001S2","  ","CNU"
254305,"MET000000",25/08/2014,30/06/2014,68776000,791803000,256000,211107094,"NZD",30/06/2013,"MET000000",25/08/2014,25/08/2014,"FLLYR","NZMETE0001S2","  ","MET"
254347,"BRM000000",25/08/2014,30/06/2014,-6241000,83986000,0,122307518,"NZD",30/06/2013,"BRM000000",25/08/2014,25/08/2014,"FLLYR","NZBRME0001S2","  ","BRM"
254348,"MLN000000",25/08/2014,30/06/2014,11120000,97952000,0,107319101,"NZD",30/06/2013,"MLN000000",25/08/2014,25/08/2014,"FLLYR","NZMLNE0001S0","  ","MLN"
254362,"SLI100000",25/08/2014,30/06/2014,-5734000,11448000,473000,60498018,"NZD",30/06/2013,"SLI100000",26/08/2014,26/08/2014,"FLLYR","NZSLIE0002S5","  ","SLI"
254370,"NZO000000",25/08/2014,30/06/2014,10078000,342139000,724000,415996153,"NZD",30/06/2013,"NZO000000",12/05/2017,26/08/2014,"FLLYR","NZNZOE0010S7","  ","NZO"
254372,"WYN000000",25/08/2014,30/06/2014,-10197000,78696000,38644000,115797170,"NZD",31/12/2013,"WYN000000",26/08/2014,26/08/2014,"HALFYR","NZWYNE0001S2","  ","WYN"
254374,"AIA000000",26/08/2014,30/06/2014,215881000,2918935000,0,1190126487,"NZD",30/06/2013,"AIA000000",26/08/2014,26/08/2014,"FLLYR","NZAIAE0002S6","  ","AIA"
254375,"SAM000000",26/08/2014,30/06/2014,4353419,5952199,64517,37342332,"NZD",30/06/2014,"SAM000000",26/08/2014,26/08/2014,"FLLYR","NZSAME0001S2","  ","GSH"
254376,"THL000000",26/08/2014,30/06/2014,11116000,159896000,20790000,111802556,"NZD",30/06/2013,"THL000000",26/08/2014,26/08/2014,"FLLYR","NZHELE0001S9","  ","THL"
254389,"PBG000000",26/08/2014,30/06/2014,-224468000,448817000,385408000,917226291,"AUD",30/06/2013,"PBG000000",26/08/2014,26/08/2014,"FLLYR","AU000000PBG6","  ","PBG"
254435,"DIL000000",26/08/2014,30/06/2014,4279000,27222000,8867000,86556610,"NZD",31/12/2013,"DIL000000",26/08/2014,26/08/2014,"HALFYR","NZDILE0001S9","  ","DIL"
254437,"EBO000000",26/08/2014,30/06/2014,92069000,979039000,891542000,148719839,"NZD",30/06/2013,"EBO000000",27/08/2014,27/08/2014,"FLLYR","NZEBOE0001S6","  ","EBO"
254439,"CUE000000",27/08/2014,30/06/2014,-2166000,129403000,71000,698119720,"AUD",30/06/2013,"CUE000000",27/08/2014,27/08/2014,"FLLYR","AU000000CUE9","  ","CUE"
254441,"GPL000000",27/08/2014,30/06/2014,49200000,1880700000,128200000,1000000000,"NZD",30/06/2013,"GPL000000",27/08/2014,27/08/2014,"FLLYR","NZGNEE0001S7","  ","GNE"
254452,"AIR000000",27/08/2014,30/06/2014,262000000,1872000000,79000000,1111908820,"NZD",30/06/2013,"AIR000000",27/08/2014,27/08/2014,"FLLYR","NZAIRE0001S2","  ","AIR"
254490,"TTK000000",27/08/2014,30/06/2014,-8348000,25741000,24011000,28368994,"NZD",30/06/2013,"TTK000000",27/08/2014,27/08/2014,"FLLYR","NZTTKE0001S4","  ","VTL"
254512,"ATM000000",28/08/2014,30/06/2014,10000,58644000,16821000,660066979,"NZD",30/06/2013,"ATM000000",28/08/2014,28/08/2014,"FLLYR","NZATME0002S8","  ","ATM"
254513,"AWK000000",27/08/2014,30/06/2014,9828000,88765000,6672000,50241498,"NZD",30/06/2013,"AWK000000",28/08/2014,28/08/2014,"FLLYR","NZAWKE0001S8","  ","AWK"
254539,"HBY000000",28/08/2014,30/06/2014,-1100000,174378000,99767000,95084252,"NZD",30/06/2013,"HBY000000",28/08/2014,28/08/2014,"FLLYR","NZHBYE0001S8","  ","HBY"
254546,"NWF000000",28/08/2014,30/06/2014,-1229000,64681000,21503000,288063584,"NZD",30/06/2013,"NWF000000",28/08/2014,28/08/2014,"FLLYR","NZNWFE0001S1","  ","NWF"
254554,"SCL000000",28/08/2014,30/06/2014,20636000,139774000,6615000,119592006,"NZD",31/12/2013,"SCL000000",29/08/2014,29/08/2014,"HALFYR","NZSCLE0002S8","  ","SCL"
254556,"DGL000000",28/08/2014,30/06/2014,42597000,249060000,1650000,101130192,"NZD",30/06/2013,"DGL000000",29/08/2014,29/08/2014,"FLLYR","NZDGLE0001S3","  ","DGL"
254569,"MGL000000",29/08/2014,30/06/2014,-457000,20497000,10205000,294321349,"NZD",30/06/2013,"MGL000000",29/08/2014,29/08/2014,"FLLYR","NZBWYE0001S7","  ","MGL"
254582,"SVY000000",28/08/2014,30/06/2014,-388000,-642000,0,250317452,"NZD",31/12/2013,"SVY000000",29/08/2014,29/08/2014,"HALFYR","NZPRPE0001S5","  ","PIL"
254604,"PGC000000",29/08/2014,30/06/2014,18437000,152271000,0,207906160,"NZD",30/06/2013,"PGC000000",29/08/2014,29/08/2014,"FLLYR","NZPGCE0001S6","  ","PGC"
254605,"BRL000000",29/08/2014,30/06/2014,-188903000,34259000,0,944931961,"NZD",30/06/2013,"BRL000000",29/08/2014,29/08/2014,"FLLYR","NZBRLE0001S4","  ","BRL"
254613,"NTH000000",29/08/2014,30/06/2014,8333948,126248074,8986,41300651,"NZD",30/06/2013,"NTH000000",29/08/2014,29/08/2014,"FLLYR","NZNTHE0001S3","  ","MMH"
254620,"LPC000000",29/08/2014,30/06/2014,343226000,533121000,4197000,102261279,"NZD",30/06/2013,"LPC000000",29/08/2014,29/08/2014,"FLLYR","NZLPCE0001S6","  ","LPC"
254621,"WDT000000",29/08/2014,30/06/2014,-1992000,6863000,1991000,126373117,"NZD",31/12/2013,"WDT000000",29/08/2014,29/08/2014,"HALFYR","NZWDTE0002S1","  ","WDT"
254625,"HRP000000",01/09/2014,30/06/2014,7758000,139804000,0,73934141,"GBP",31/12/2013,"HRP000000",01/09/2014,01/09/2014,"HALFYR","GB0008710799","  ","ATR"
254646,"ALF000000",01/09/2014,30/06/2014,1028000,-3887000,264000,105470925,"NZD",30/06/2013,"ALF000000",01/09/2014,01/09/2014,"FLLYR","NZALFE0001S1","  ","ALF"
254669,"GEL000000",01/09/2014,30/06/2014,-120000,280000,0,10566559,"CAD",31/12/2013,"GEL000000",01/09/2014,01/09/2014,"HALFYR","CA03718T1030","  ","AXG17"
254819,"JWI000000",03/09/2014,30/06/2014,2146000,7903000,13280000,89477174,"NZD",30/06/2013,"JWI000000",03/09/2014,03/09/2014,"FLLYR","NZJWIE0001S3","  ","JLG"
254850,"BGR000000",03/09/2014,27/07/2014,18462000,142172000,3433000,216037000,"NZD",26/01/2014,"BGR000000",04/09/2014,04/09/2014,"HALFYR","NZBGRE0001S4","  ","BGP"
255148,"WHS000000",11/09/2014,27/07/2014,77750000,519600000,174536000,346843120,"NZD",28/07/2013,"WHS000000",12/09/2014,12/09/2014,"FLLYR","NZWHSE0001S6","  ","WHS"
255191,"OMG000000",12/09/2014,30/06/2014,-500000,6996000,8000,414550000,"USD",30/06/2013,"OMG000000",12/09/2014,12/09/2014,"FLLYR","NZRLVE0001S2","  ","MEE"
255219,"WTL000000",15/09/2014,30/06/2014,-5207000,298000,1682000,20597264,"NZD",30/06/2013,"WTL000000",15/09/2014,15/09/2014,"FLLYR","NZWTLE0001S6","  ","WTL"
255265,"RIS000000",15/09/2014,30/06/2014,-422000,384000,0,745125328,"AUD",30/06/2013,"RIS000000",15/09/2014,15/09/2014,"FLLYR","NZHSIE0001S5","  ","CGL"
255421,"TCL000000",19/09/2014,30/06/2014,129226000,1075250000,0,284809868,"GBP",30/06/2013,"TCL000000",19/09/2014,19/09/2014,"FLLYR","GB0001990497","  ","TCL"
255489,"SML000000",21/09/2014,31/07/2014,19603000,183130000,4589000,146341197,"NZD",31/07/2013,"SML000000",22/09/2014,22/09/2014,"FLLYR","NZSMLE0001S9","  ","SML"
255560,"KMD000000",22/09/2014,31/07/2014,42152000,302146000,245009000,201318944,"NZD",31/07/2013,"KMD000000",23/09/2014,23/09/2014,"FLLYR","NZKMDE0001S3","  ","KMD"
255601,"FSF000000",24/09/2014,31/07/2014,0,681000000,0,109777717,"NZD",31/07/2013,"FSF000000",24/09/2014,24/09/2014,"FLLYR","NZFSFE0001S5","  ","FSF"
255604,"FCG000000",24/09/2014,31/07/2014,157000000,6492000000,3022000000,1597833461,"NZD",31/07/2013,"FCG000000",24/09/2014,24/09/2014,"FLLYR","NZFCGE0001S7","  ","FCG"
255681,"HLG000000",25/09/2014,01/08/2014,14278000,63137000,1336000,59649061,"NZD",01/08/2013,"HLG000000",25/09/2014,25/09/2014,"FLLYR","NZHLGE0001S4","  ","HLG"
255756,"PPL000000",26/09/2014,31/07/2014,-10166000,42174000,13688000,169078908,"NZD",31/07/2013,"PPL000000",26/09/2014,26/09/2014,"FLLYR","NZPPLE0001S8","  ","PPL"
256267,"SCT000000",09/10/2014,31/08/2014,3026000,47189000,20141000,44009178,"NZD",31/08/2013,"SCT000000",09/10/2014,09/10/2014,"FLLYR","NZSCTE0001S3","  ","SCT"
256613,"KRK000000",20/10/2014,31/08/2014,-6481000,30626000,140000,10250000,"NZD",31/08/2013,"KRK000000",20/10/2014,20/10/2014,"FLLYR","NZKRKE0002S5","  ","KRK"
256636,"IRG000000",20/10/2014,30/09/2014,-34095,-955154,0,534080173,"NZD",31/03/2014,"IRG000000",21/10/2014,21/10/2014,"HALFYR","NZVIKE0002S1","  ","AFC"
256731,"RBD000000",22/10/2014,08/09/2014,11450000,66319000,18738000,97871090,"NZD",28/02/2014,"RBD000000",23/10/2014,23/10/2014,"HALFYR","NZRBDE0001S1","  ","RBD"
256805,"SLG000000",24/10/2014,30/09/2014,32343,8935482,210474,125052795,"NZD",31/03/2014,"SLG000000",24/10/2014,24/10/2014,"HALFYR","NZIGVE0001S1","  ","FMS"
257022,"AWF000000",30/10/2014,30/09/2014,2902000,21708000,46134000,25804503,"NZD",31/03/2014,"AWF000000",30/10/2014,30/10/2014,"HALFYR","NZAWFE0001S8","  ","AWF"
257055,"ANZ000000",31/10/2014,30/09/2014,7271000000,49207000000,8367000000,2756627771,"AUD",30/09/2013,"ANZ000000",31/10/2014,31/10/2014,"FLLYR","AU000000ANZ3","  ","ANZ"
257131,"WBC000000",03/11/2014,30/09/2014,7625000000,48456000000,14003000000,3109048309,"AUD",30/09/2013,"WBC000000",03/11/2014,03/11/2014,"FLLYR","AU000000WBC1","  ","WBC"
257171,"BLT000000",03/11/2014,30/09/2014,-808000,5368000,1854000,1102153565,"NZD",31/03/2014,"BLT000000",03/11/2014,03/11/2014,"HALFYR","NZBLTE0002S8","  ","BLT"
257306,"GEF000000",06/11/2014,30/09/2014,22000000,554000000,31000000,400000000,"NZD",31/03/2014,"GEF000000",06/11/2014,06/11/2014,"HALFYR","NZZELE0001S1","  ","ZEL"
257373,"KPF000000",07/11/2014,30/09/2014,3848000,64856000,16454000,83778908,"NZD",31/03/2014,"KPF000000",07/11/2014,07/11/2014,"HALFYR","NZKPFE0001S1","  ","AUG"
257458,"MFT000000",10/11/2014,30/09/2014,33539000,475367000,237251000,99573548,"NZD",31/03/2014,"MFT000000",11/11/2014,11/11/2014,"HALFYR","NZMFTE0001S9","  ","MFT"
257474,"IFT000000",10/11/2014,30/09/2014,398800000,1490000000,257800000,561617737,"NZD",31/03/2014,"IFT000000",11/11/2014,11/11/2014,"HALFYR","NZIFTE0003S3","  ","IFT"
257512,"KPG000000",12/11/2014,30/09/2014,23793000,1192092000,5938000,1025457294,"NZD",31/03/2014,"KPG000000",22/12/2014,12/11/2014,"HALFYR","NZKPGE0001S9","  ","KPG"
257517,"GMT000000",11/11/2014,30/09/2014,60200000,1288500000,2400000,1255137699,"NZD",31/03/2014,"GMT000000",12/11/2014,12/11/2014,"HALFYR","NZCPTE0001S9","  ","GMT"
257532,"DNZ000000",12/11/2014,30/09/2014,25979000,516226000,3000000,297227683,"NZD",31/03/2014,"DNZ000000",12/11/2014,12/11/2014,"HALFYR","NZDNZE0001S9","  ","STR"
257534,"CVT000000",12/11/2014,30/09/2014,-3140000,86894000,46529000,32566395,"NZD",31/03/2014,"CVT000000",12/11/2014,12/11/2014,"HALFYR","NZCVTE0001S7","  ","CVT"
257551,"BFW000000",12/11/2014,30/09/2014,213000,13529000,210000,59633550,"NZD",31/03/2014,"BFW000000",12/11/2014,12/11/2014,"HALFYR","NZBFWE0001S6","  ","BFG"
257583,"HFL000000",12/11/2014,31/08/2014,20433000,355021000,0,108095564,"GBP",31/08/2013,"HFL000000",13/11/2014,13/11/2014,"FLLYR","JE00B1GXH751","  ","HFL"
257600,"RAK000000",13/11/2014,30/09/2014,-3368000,77235000,18465000,191038591,"NZD",31/03/2014,"RAK000000",13/11/2014,13/11/2014,"HALFYR","NZRAKE0001S8","  ","RAK"
257639,"JFJ000000",14/11/2014,30/09/2014,-18899000,408462000,0,161248078,"NZD",30/09/2013,"JFJ000000",14/11/2014,14/11/2014,"FLLYR","GB0001740025","  ","JFJ"
257693,"NZF000000",14/11/2014,30/09/2014,-1081000,-17908000,0,109957622,"NZD",31/03/2014,"NZF000000",14/11/2014,14/11/2014,"HALFYR","NZNZFE0001S4","  ","BGI"
257809,"ING000000",19/11/2014,30/09/2014,37613000,760690000,0,798059769,"NZD",31/03/2014,"ING000000",19/11/2014,19/11/2014,"HALFYR","NZARGE0010S7","  ","ARG"
257816,"MOA000000",18/11/2014,30/09/2014,-3214000,11235000,0,47700883,"NZD",31/03/2014,"MOA000000",19/11/2014,19/11/2014,"HALFYR","NZMOAE0001S1","  ","MOA"
257856,"SAN000000",19/11/2014,30/09/2014,22430000,545358000,506078000,93626735,"NZD",30/09/2013,"SAN000000",19/11/2014,19/11/2014,"FLLYR","NZSANE0001S0","  ","SAN"
257858,"CER000000",19/11/2014,30/09/2014,-574000,10202000,0,1876904194,"NZD",31/03/2014,"CER000000",19/11/2014,19/11/2014,"HALFYR","NZRSAE0001S1","  ","SEA"
257861,"SKO000000",19/11/2014,30/09/2014,-3593193,11141100,1172432,62699382,"NZD",31/03/2014,"SKO000000",20/11/2014,20/11/2014,"HALFYR","NZSKOE0001S7","  ","SKO"
257879,"FPH000000",19/11/2014,30/09/2014,48917000,414252000,23251000,556265334,"NZD",31/03/2014,"FPH000000",20/11/2014,20/11/2014,"HALFYR","NZFAPE0001S2","  ","FPH"
257898,"HED000000",20/11/2014,30/09/2014,1775000,66487000,5168000,24991385,"NZD",31/03/2014,"HED000000",20/11/2014,20/11/2014,"HALFYR","NZBOPE0001S2","  ","HED"
257900,"NAP000000",20/11/2014,30/09/2014,2568000,116199000,0,161920433,"NZD",31/03/2014,"NAP000000",20/11/2014,20/11/2014,"HALFYR","NZNAPE0007S3","  ","APL"
257901,"XRO000000",20/11/2014,30/09/2014,-24471000,236226000,46543000,127856877,"NZD",31/03/2014,"XRO000000",20/11/2014,20/11/2014,"HALFYR","NZXROE0001S2","  ","XRO"
257913,"IKE000000",20/11/2014,30/09/2014,-1934000,25348000,3926000,50082362,"NZD",31/03/2014,"IKE000000",20/11/2014,20/11/2014,"HALFYR","NZIKEE0001S9","  ","IKE"
257915,"MPG000000",20/11/2014,30/09/2014,806000,134359000,127067000,185030000,"NZD",31/03/2014,"MPG000000",21/11/2014,21/11/2014,"HALFYR","NZMPGE0001S5","  ","MPG"
257926,"RYM000000",20/11/2014,30/09/2014,107909000,1000601000,0,500000000,"NZD",31/03/2014,"RYM000000",21/11/2014,21/11/2014,"HALFYR","NZRYME0001S4","  ","RYM"
257933,"TRS000000",20/11/2014,30/09/2014,-25000,-193000,0,1107396153,"NZD",31/03/2014,"TRS000000",21/11/2014,21/11/2014,"HALFYR","NZECHE0001S8","  ","TRS"
257978,"TEM000000",24/11/2014,30/09/2014,154577000,1913565000,0,322181862,"GBP",31/03/2014,"TEM000000",24/11/2014,24/11/2014,"HALFYR","GB0008829292","  ","TEM"
258000,"WFD000000",24/11/2014,30/09/2014,4944000,125106000,29108000,17259959,"NZD",31/03/2014,"WFD000000",24/11/2014,24/11/2014,"HALFYR","NZWFDE0001S2","  ","ACY"
258039,"ERD000000",24/11/2014,30/09/2014,-1900448,51011105,13689561,60000000,"NZD",31/03/2014,"ERD000000",25/11/2014,25/11/2014,"HALFYR","NZERDE0001S5","  ","ERD"
